 Event: drowsy,22/03/10 23:59:31
 Event: drowsy,22/03/10 23:59:31
 Event: drowsy,22/03/10 23:59:32
 Event: drowsy,22/03/10 23:59:32
 Event: alert,22/03/10 23:59:33
 Event: drowsy,22/03/10 23:59:33
 Event: alert,22/03/10 23:59:33
 Event: drowsy,22/03/10 23:59:34
 Event: drowsy,22/03/10 23:59:34
 Event: drowsy,22/03/10 23:59:35
 Event: drowsy,22/03/10 23:59:35
 Event: alert,22/03/10 23:59:35
 Event: drowsy,22/03/10 23:59:36
 Event: drowsy,22/03/10 23:59:36
 Event: no_yawn,22/03/10 23:59:37
 Event: no_yawn,22/03/10 23:59:37
 Event: drowsy,22/03/11 00:08:26
 Event: drowsy,22/03/11 00:08:27
 Event: alert,22/03/11 00:08:27
 Event: no_yawn,22/03/11 00:08:27
 Event: no_yawn,22/03/11 00:08:27
 Event: no_yawn,22/03/11 00:08:28

 Event: drowsy,22/03/11 00:38:13
 Event: no_yawn,22/03/11 00:38:14
 Event: no_yawn,22/03/11 00:38:15
 Event: no_yawn,22/03/11 00:38:15
 Event: no_yawn,22/03/11 00:38:16
 Event: no_yawn,22/03/11 00:38:16
 Event: no_yawn,22/03/11 00:38:16
 Event: no_yawn,22/03/11 00:38:16
 Event: no_yawn,22/03/11 00:38:17
 Event: no_yawn,22/03/11 00:38:17
 Event: no_yawn,22/03/11 00:38:17
 Event: no_yawn,22/03/11 00:38:17
 Event: no_yawn,22/03/11 00:38:17
 Event: no_yawn,22/03/11 00:38:18
 Event: yawn,22/03/11 00:38:18
 Event: yawn,22/03/11 00:38:18
 Event: yawn,22/03/11 00:38:18
 Event: yawn,22/03/11 00:38:19
 Event: yawn,22/03/11 00:38:19
 Event: yawn,22/03/11 00:38:19
 Event: yawn,22/03/11 00:38:19
 Event: yawn,22/03/11 00:38:20
 Event: yawn,22/03/11 00:38:20
 Event: drowsy,22/03/11 00:38:20
 Event: drowsy,22/03/11 00:38:20
 Event: drowsy,22/03/11 00:38:21
 Event: drowsy,22/03/11 00:38:25
 Event: drowsy,22/03/11 00:38:25
 Event: drowsy,22/03/11 00:38:25
 Event: drowsy,22/03/11 00:38:26
 Event: drowsy,22/03/11 00:38:26
 Event: drowsy,22/03/11 00:38:26
 Event: no_yawn,22/03/11 00:38:26
 Event: no_yawn,22/03/11 00:38:26
 Event: no_yawn,22/03/11 00:38:27
 Event: drowsy,22/03/11 00:38:27
 Event: drowsy,22/03/11 00:38:27
 Event: drowsy,22/03/11 00:38:27
 Event: drowsy,22/03/11 00:38:28
 Event: drowsy,22/03/11 00:38:28
 Event: drowsy,22/03/11 00:38:28
 Event: drowsy,22/03/11 00:38:28
 Event: drowsy,22/03/11 00:38:29
 Event: drowsy,22/03/11 00:38:29
 Event: drowsy,22/03/11 00:38:29
 Event: drowsy,22/03/11 00:38:29
 Event: drowsy,22/03/11 00:38:30
 Event: drowsy,22/03/11 00:38:30
 Event: drowsy,22/03/11 00:38:30
 Event: drowsy,22/03/11 00:38:30
 Event: drowsy,22/03/11 00:38:31
 Event: alert,22/03/11 00:44:47
 Event: no_yawn,22/03/11 00:44:47
 Event: no_yawn,22/03/11 00:44:48
 Event: no_yawn,22/03/11 00:44:49
 Event: no_yawn,22/03/11 00:44:49
